month,day,year,event
10,5,1969,"""Monty Python's Flying Circus"" airs first episode in England."
10,10,1969,Frank Zappa releases Hot Rats with the jazz classic Peaches en Regalia.
10,27,1969,High speed rail - Penn Central doubles Metroliner service to 6 daily round trips between New York and Washington.
11,2,1969,7 CARS OF A PENN CENTRAL RR FREIGHT TRAIN DERAIL UNDERNEATH THE MAPLE ST VIADUCT BETWEEN FRONT AND HIGH STS.
11,2,1969,FORMER OHIO WILDLIFE DIVISION OFFICIAL FLOYD CHAPMAN LEADS VOLUNTEER EFFORT TO CLEAN UP RUSH CREEK IN THE WORTHINGTON AREA.
11,14,1969,"Apollo 12 launched: Pete Conrad, Richard Gordon, Alan Bean. Second manned lunar landing."
11,15,1969,First Wendy's Restaurant Opens at 257 East Broad Street
11,15,1969,"The SS United States, no longer profitable due to competition from jets, is layed up in New York."
11,xx,1969,"""Sesame Street"" premiers."
12,1,1969,"POLICE SAY TRAFFIC ON THE NORTH FREEWAY SOUTH OF E 5TH AVE IS CONGESTED BECAUSE SIGNS OFFER SOUTHBOUND MOTORISTS FIVE DIFFERENT DIRECTIONS IN WHICH TO TRAVEL, CONFUSING DRIVERS."
12,12,1969,West Columbus Yard and the yard office at 1094 McKinley Ave. was closed. Operations were relocated to the new Buckeye Yard NW of the intersection of I-70 and I-270 on the West Side.
12,18,1969,"""On Her Majesty's Secret Service"" featuring George Lazenby as James Bond released in the United States."
12,22,1969,"During final approach at Nha Trang, Vietnam, a bomb exploded aboard a Douglas DC-6B blasting a 5 ft (1.5 m) hole in the fuselage near the port cabin washroom. The plane's hydraulic system failed so the landing gear had to be lowered manually and the flaps would not deploy. As the stricken plane touched down, it overran the end of the runway striking several houses and a school. The impact killed 10 of the 77 people aboard as well as 24 victims on the ground."
12,25,1969,"The world's first quartz watch is released - The Astron wristwatch, formally known as the Seiko Quartz-Astron 35SQ, was the world's first ""quartz clock"" wristwatch, i.e., one based on a quartz crystal oscillator. Within one week 100 gold watches had been sold, at a retail price of 450,000 yen (US$1,250) each (at the time, equivalent to the price of a medium-sized car)."
xx,xx,1969,First Columbus Bob Evans restaurant opens.
xx,xx,1969,"Work is begun on the Zimmer Nuclear Power Plant at Moscow, Ohio"
xx,xx,1969,Nazareth Towers at 300 E. Rich St. opens. 14 story residence for seniors.
xx,xx,1969,The Deshler Hotel at 9 N. High St. is demolished.
xx,xx,1969,"The Ohio Theater is in such disrepair that it is slated for demolition. The citizens of central Ohio mounted a ""Save the Ohio"" campaign, an unprecedented effort that raises more than $2,000,000 in less than twelve months from hundreds of supporters."
xx,xx,1969,Texas Instruments Silentwriter 700 invented.
xx,xx,1969,"OSU: Bevis Hall, 1050 Carmack Road, opens."
xx,xx,1969,"OSU: Dreese Labs, 2015 Neil Ave., opens. Used by the Departments of Electrical Engineering and Computer Science."
xx,xx,1969,"OSU: Graves Hall, 333 W. 10th Ave., opens. College of Medicine offices and classrooms."
xx,xx,1969,"OSU: Howlett Hall, 2001 Fyffe Court, opens. Houses the forestry and horticulture departments."
xx,xx,1969,"Ft. Dodge, Des Moines & Southern leased by the Chicago & North Western."
xx,xx,1969,Interstate 270 completed 4 miles south of route 33 west of Columbus to route 33 west of Columbus.
xx,xx,1969,Worthington's public safety building completed on Highland Avenue.
1,4,1970,Apollo 20 is cancelled so that it's third stage could be repurposed for the Skylab Orbital Workshop.
1,4,1970,COLUMBUS OUTERBELT TO BE COMPLETE IN 1972; I-70 A YEAR LATER ACCORDING TO OHIO HIGHWAY DIRECTOR P E MASHETER IN A YEAR-END REPORT TO GOVERNOR RHODES.
1,5,1970,"""All My Children"" soap opera premiers."
1,9,1970,"UNITED AUTO WORKERS, LOCAL 30, ON STRIKE AT COLUMBUS AUTO PARTS, E HUDSON ST; WALKOUT CAUSED BY DISMISSAL OF AN EMPLOYEE."
1,16,1970,Colonel Muammar Gaddafi assumes the role of prime minister four months after leading a successful coup against the monarchy.
1,26,1970,"HIGH WINDS, BEARING PLUMMETING TEMPERATURES INTO COLUMBUS CAUSE $75,000 DAMAGE AT THE SEARS DISTRIBUTION CENTER, 4701 FISHER RD ON THE FAR WEST SIDE NEAR THE OUTERBELT."
2,1,1970,OUTERBELT LINKS NEARLY READY: BUILDERS EXPECT TO COMPLETE SEVERAL MORE LINKS IN OUTERBELT.
2,2,1970,"WORTHINGTON POLICE SUSPECT SYMPATHIZERS OF THE TEAMSTER'S UNION OF BOMBING COLUMBUS KENWORTH TRUCK DEALERSHIP, 6250 HUNTLEY ROAD."
2,11,1970,Japan launches its first satellite. Ōsumi weighed 52 pounds. The launcher was the Lambda-4S.
2,12,1970,"OSU: Johnston Lab, 176 W. 19th Ave., renamed from War Research Laboratory to Herrick L. Johnston Laboratory. Used by the Chemistry Department."
2,21,1970,"Swissair SR330 left Zrich, Switzerland, for Tel Aviv, Israel, carrying 47 people (38 passengers, 9 crew). The Convair CV-990 suffered an explosion about nine minutes after takeoff due to a bomb triggered by change in atmospheric pressure that had been placed in the aft cargo hold. As the crew attempted to turn the plane back towards the airport for an emergency landing, smoke clouded the cockpit and electrical power was lost. The aircraft crashed shortly thereafter with no survivors. The militant group Popular Front for the Liberation of Palestine claimed responsibility for the bombing."
2,21,1970,"On the same day as the Swissair bombing, the Popular Front for the Liberation of Palestine detonated a second bomb aboard an Austrian Airlines Caravelle airliner traveling from Frankfurt, Germany, to Vienna, Austria. The bomb, located inside a mailbag due to be carried to Israel on a later flight, exploded about 20 minutes after takeoff. Though a 6 ft_ (0.6 m_) hole was torn in the bottom of the fuselage, the aircraft landed safely at Frankfurt and none of the 38 people (33 passengers, 5 crew) aboard were injured."
3,1,1970,RANCO PLANS $5 MILLION MANUFACTURING COMPLEX ALONG WORTHINGTON-GALENA RD JUST NORTH OF COLUMBUS OUTERBELT
3,2,1970,"Great Northern, Northern Pacific and Chicago, Burlington & Quincy merge creating Burlington Northern; also leased Spokane, Portland & Seattle."
3,9,1970,"Kelly Marie Foley born at Mt. Carmel Hospital, Columbus, Ohio"
3,19,1970,The Martin Marietta X-24A makes its first powered flight.
4,1,1970,"Kansas, Oklahoma & Gulf absorbed into Texas & Pacific (Missouri Pacific)."
4,11,1970,"Apollo 13 launched: James Lovell, Fred Haise, Jack Swigert. Mission fails when oxygen tank explodes in the service module. Lunar landing aborted but crew recovered."
4,21,1970,"Hawker Siddeley HS-748 crashed near Manila, Philippines, after a bomb exploded in the aft cargo hold. The crash killed all 36 passengers and crew."
4,24,1970,"China launches its first satellite. Dongfanghong I weighed 384 lbs. The launcher was the Long March 1, which weighed 179,830 lbs."
4,xx,1970,The IHL Columbus Checkers hockey team suspends operations due to low attendance.
5,1,1970,High speed rail - Amtrak increases daily Metroliner service to 8 round trips daily.
5,4,1970,Ohio National Guard troops kill 4 students at Kent State University.
5,xx,1970,Protests in the wake of the Kent State Shootings close The Ohio State University.
6,15,1970,"PUBLIC FINDS THE OLD SAYING ""YOU CAN'T GET THERE FROM HERE"" IS TRUE WITH OPENING OF NEW SECTIONS OF COLS OUTERBELT AND THE WEST FREEWAY."
6,21,1970,"WORTHINGTON, COLS AND MID-OHIO REGIONAL PLANNING COMMISSION OFFICIALS SEEK ACCORD ON PROPOSED OLENTANGY PARKWAY; BIKEWAYS AND TRAILS FROM DOWNTOWN COLS TO NORTH OF 161."
6,30,1970,IBM announces the System/370 computer.
6,xx,1970,DEC releases the PDP-11/20. It is the first of the 16 bit PDP-11 minicomputer series.
7,1,1970,"A MULTI-MILLION DOLLAR EXPANSION PROGRAM AT WORTHINGTON FOODS, INC, 900 PROPRIETORS RD, INCLUDES A 75,000 SQ FT ADDITION AND LARGE PURCHASES OF NEW EQUIPMENT."
7,17,1970,CHILDREN PLAYING WITH MAIN TRACK SWITCH MAY HAVE CAUSED DERAILMENT OF NORFOLK AND WESTERN RAILWAY FREIGHT TRAIN NEAR OAKLAND PARK AVE.
7,24,1970,"Yes releases ""Time and a Word"""
7,29,1970,OUTERBELT EXPRESSWAY (I-270)-W BROAD ST INTERCHANGE OPENING POSSIBLE BY MID AUGUST; OPENING EXPECTS TO REDUCE TRAFFIC BURDEN ON W BROAD ST (RT 40).
8,13,1970,"8.5 MILE STRETCH OF OUTERBELT, I-270, BETWEEN I-70 WEST AND SOUTH FREEWAY, WILL OPEN 8/17."
8,16,1970,"Evel Knievel attempts to jump over cars at the Pocono International Raceway but crashes on landing. Evel suffered a cracked vertebrae, a broken right hand and a re-broken shoulder. He jumped again a few weeks later in New Jersey."
8,25,1970,HILLIARD CITIZENS SEEK UNDERPASS ON HILLIARD CEMETERY RD TO RELIEVE THE TRAFFIC CONGESTION THAT DEVELOPS IN THE AREA BECAUSE OF TRAIN TRAFFIC.
8,27,1970,"COLS CITY COUNCIL COMES OUT OF SUMMER RECESS AND APPROPRIATES $1,589,292 AS THE CITY'S SHARE OF CONSTRUCTION OF THE WEST FREEWAY BETWEEN GRANDVIEW AVE AND THE OUTERBELT."
8,xx,1970,Construction of Alum Creek Dam begins.
9,2,1970,NASA cancels the Apollo 18 & Apollo 19 missions due to budget cuts in the 1971 budget.
9,17,1970,"""The Flip Wilson Show"" premiers with guest star David Frost."
9,19,1970,"""The Mary Tyler Moore Show"" premiers."
9,21,1970,"The first regular season Monday Night Football game was aired on ABC. The Cleveland Browns defeated the New York Jets 31-21 as 85,703 fans pack Cleveland's Municipal Stadium."
9,21,1970,"2 MORE SECTIONS OF OUTERBELT I-270 WILL OPEN WITHIN THE NEXT 2 MONTHS, SAYS OH DEPT OF HIGHWAYS CHIEF RICHARD JACKSON; WILL LINK RT 3 AND RT 161, RT 33 AND E FREEWAY."
9,22,1970,"B G DINAS CO ENTERS APPARENT LOW BID FOR WEST FREEWAY CONSTRUCTION FROM I-270 TO EAST OF GRANDVIEW AVE; $17,825,671 BID IS MOST EXPENSIVE SINGLE HIGHWAY PROJECT IN OHIO HISTORY."
9,30,1970,FINAL PLANS WERE FILED WITH THE STATE HIGHWAY DEPARTMENT FOR THE $12 MILLION OLENTANGY FREEWAY SECTION BETWEEN HENDERSON ROAD AND THE OUTERBELT.
9,30,1970,FINAL PLANS WERE FILED WITH THE STATE HIGHWAY DEPARTMENT FOR THE $12 MILLION OLENTANGY FREEWAY SECTION BETWEEN HENDERSON ROAD AND THE OUTERBELT.
9,xx,1970,"The Columbus Jets, a Pittsburgh Pirates minor league team, play their last game."
11,13,1970,World's first observation of a neutrino in a hydrogen bubble chamber at Argonne National Laboratory.
11,14,1970,"Most of the Marshall University football team, its coaches, 25 team boosters and the flight crew, a total of 75 people, are killed in a plane crash on approach to Huntington, WV airport. They were returning from a game in North Carolina."
11,16,1970,Lockheed L1011 first flight.
11,19,1970,"A MISSING LINK IN THE COLS OUTERBELT OPENS TO TRAFFIC NOV 20, ALLOWING EAST-WEST TRAFFIC TO PASS COLS; THE 3.2 MILE LINK BETWEEN RT 33 AND I-70 BEATS A THANKSGIVING DEADLINE."
11,24,1970,The Soviet LK lunar lander is tested in earth orbit for the first time.
11,25,1970,THE ST CONTROLLING BD APPROVES A PACT UNDER WHICH OSU WILL RECEIVE $1.7 MIL IN COMPENSATION FOR LOSS OF 69.5 ACRES OF UNIVERSITY LAND IN PATH OF OLENTANGY FREEWAY.
12,2,1970,The Soviet LK lunar lander is tested in earth orbit for the second time.
12,5,1970,The Columbus Dispatch ceases publication for 11 days due to a strike.
12,20,1970,"A fire in Tucson, Arizona kills 29 people at the Pioneer International Hotel. "
12,24,1970,"A fire on the pier at Buckeye Lake Park spread to Park Terrace and destroyed the Sky Room, Marine Lounge and Submarine Room."
xx,xx,1970,"Completion of South Building at Riverside Methodist Hospital, adding 350 beds. Six operating rooms added to surgery suite."
xx,xx,1970,Construction begins on The Continental Center at 150 E. Gay St. 26 stories.
xx,xx,1970,"St. Mary of the Springs Mother House (16 stories) at 2320 Airport Drive opens. Has a chapel on the 1st floor, and another on the 10th overlooking Port Columbus International Airport. Built in the shape of a cross, with windows on the inside corners. Designed to house young women attending Ohio Dominican College. "
xx,xx,1970,"The former St. Anthony's Hospital, 1450 Hawthorne, is demolished."
xx,xx,1970,The Midland Building at 250 E. Broad St. opens. 21 stories.
xx,xx,1970,The old White Cross Hospital building at 700 North Park Street is demolished.
xx,xx,1970,University Hospitals East at 1450 Hawthorne Ave. opens. 18 stories.
xx,xx,1970,"OSU: Biological Sciences Building, 484 W. 12th Ave., opens as a research facility for the Department of Biological Sciences."
xx,xx,1970,"OSU: Hayes Hall, 108 N. Oval Mall, placed on the National Registry of Historic Places."
xx,xx,1970,"OSU: Meiling Hall, 370 W. 9th Ave., opens as the Medical Administration Building."
xx,xx,1970,"OSU: Orton Hall, 155 South Oval Mall, placed on the National Registry of Historic Places."
xx,xx,1970,Columbus Union Station is down to 10 trains per day.
xx,xx,1970,Interstate 270 completed 2 miles south of route 40 west of Columbus to route 40 west of Columbus and route 33 east of Columbus to route 23 south of Columbus.
xx,xx,1970,Perry Middle School opens on Snouffer Road.
xx,xx,1970,Presbyterians develop Stafford Village as Worthington's first retirement community for senior citizens.
xx,xx,1970,"Worthington's population peaks at 15,326."
1,1,1971,Cigarette advertisements banned on TV.
1,11,1971,John J. Gilligan inaugurated Governor of Ohio
1,12,1971,"""All In The Family"" premiers."
1,25,1971,General Idi Amin seizes power while President Milton Obote is away on a foreign visit - troops seal off Entebbe airport.
1,31,1971,"Apollo 14 launched: Alan Shepard, Stuart Roosa, Edgar Mitchell. Third manned lunar landing."
1,xx,1971,"Alabama, Tennessee & Northern absorbed into the St. Louis & San Francisco."
2,4,1971,Rolls Royce falls into receivership. They announce they cannot produce the RB-211 engine for the Lockheed L1011. 
2,15,1971,"Decimal Day in the United Kingdom and Ireland. British decimalisation. Under the new system, the pound was retained but was divided into 100 new pence, denoted by the symbol p. "
2,17,1971,The Central Ohio Transit Authority is formed by local county and municipal governments.
2,19,1971,"Yes releases ""The Yes Album"""
2,21,1971,"Miss., La., Ark., Tenn.: series of 10 tornadoes resulted in 121 deaths."
2,26,1971,The Soviet LK lunar lander is tested in earth orbit for the third time.
3,7,1971,"Sheikh Mujibur Rahman, the founding father of Bangladesh gives a speech at the Ramna Race Course in Dhaka to a gathering of over two million people calling for Bangladeshi independance."
4,4,1971,"Veterans stadium in Philadelphia, PA was dedicated this day. It was the largest baseball park in the National League. A total of 56,371 fans could come out to see the Phillies play baseball or the Eagles play football. The stadium has been nicknamed the Vet."
4,22,1971,"Lt. John Kerry, spokesman for Viet Nam Veterans Against the War, testifies in front of Sen. Fullbright's foreign relations committee. He presents a litany of atrocities witnessed by veterens."
5,1,1971,"Amtrak takes over most inter-city passenger trains (holdouts - Southern, Chicago, Rock Island & Pacific, GA and Denver, Rio Grande & Western)."
